col1	col2
6.7791717164431144	Tumor
8.0588770979652	Tumor
2.5549817023668515	Tumor
7.422339819413976	Tumor
7.168162635249839	Tumor
7.940899073020079	Tumor
3.8053853299743725	Tumor
5.463177757870192	Tumor
6.602871050369159	Tumor
8.105629368516706	Tumor
8.791055089480638	Tumor
3.3130426409919735	Tumor
1.7048277093284827	Tumor
8.289757017812828	Tumor
6.97664774718565	Tumor
8.16119488139225	Tumor
8.285838198307633	Tumor
4.465497839455395	Tumor
7.152633683850159	Tumor
5.7856630127053155	Tumor
7.2190862167195995	Tumor
7.098413241076017	Tumor
7.848790671360119	Tumor
8.17050446774908	Tumor
6.65607013479374	Tumor
6.854597891533979	Tumor
7.209736028181062	Tumor
5.785979425598559	Tumor
5.222321572965381	Tumor
4.39485707738292	Tumor
6.21440655421438	Tumor
6.876374511768321	Tumor
6.8663652585943655	Tumor
1.7619660307369442	Tumor
8.60013555033922	Tumor
7.0968374160656476	Tumor
6.2503723274831735	Tumor
6.621140510052828	Tumor
8.099199456375915	Tumor
7.545821683535336	Tumor
7.669265635389896	Tumor
5.101650076094435	Tumor
7.540969575132527	Tumor
7.096687749610123	Tumor
7.299202522395702	Tumor
7.589025624628529	Tumor
4.322901585523822	Tumor
0.05505679336893509	Tumor
5.381065290312473	Tumor
0.3233124177579027	Tumor
5.184260455242257	Tumor
4.295252823267693	Tumor
6.2320332782283705	Tumor
7.710144501471642	Tumor
6.520813514708084	Tumor
7.087733321213801	Tumor
6.8405236596215095	Tumor
6.560020949071491	Tumor
6.345985313059231	Tumor
8.65705543525502	Tumor
5.35110531389041	Tumor
7.278743078344484	Tumor
